Sample ID,Ti,Y,Zr,Nb,In,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Th,Ti_uncert,Y_uncert,Zr_uncert,Nb_uncert,In_uncert,La_uncert,Ce_uncert,Pr_uncert,Nd_uncert,Sm_uncert,Eu_uncert,Gd_uncert,Tb_uncert,Dy_uncert,Ho_uncert,Er_uncert,Tm_uncert,Yb_uncert,Lu_uncert,Hf_uncert,Ta_uncert,Th_uncert,,,,,,,,,,,,,,,,,,,,,,,,,,
GZ7_3_6,-10.15707613,4782.454687,456781.1014,12.47814618,0,6.71056642,115.7701597,1.787922139,10.84730978,8.157577926,2.703260384,33.62003039,14.84154345,101.3228899,37.76504813,155.8349187,86.39212251,277.1798805,82.45388877,31556.35397,-19.35039366,3597.575033,4.967495596,2.592966384,1.578768011,34.32702981,0.887613493,8.342283185,3.448862116,19.39337289,17.14140451,33.55725262,27.62013702,21.04728454,33.48493274,15.41658991,22.27353951,14.27489857,7.831669158,12.33110274,12.74370887,2.337628703,34.41030898,3.507477317,,,,,,,,,,,,,,,,,,,,,,,,,,
GZ7_4_1,-70.14150348,687.7441834,480166.53,7.392446941,0,-1.88067114,78.8720281,-0.522852279,-0.368341345,0.113101685,0.774765638,10.76861719,6.207706559,52.81800901,15.26965425,82.29715105,-10.14429453,120.4863853,-15.09326449,16041.6794,-172.0470382,575.102963,4.087727411,6.014387736,5.778642781,21.56125061,5.492032883,57.57369473,17.9760949,26.3317275,30.20762434,37.11886818,36.07845715,19.28772527,27.21172173,14.01882501,9.994141116,14.06116748,14.40527895,9.446365694,11.7039232,4.26078597,10.78239268,4.998836416,,,,,,,,,,,,,,,,,,,,,,,,,,
GZ7_4_2,-67.38961032,700.7675154,480634.3523,6.159098386,0,4.815049556,104.0844859,-0.552391531,-0.296683451,-0.830404627,0.747340558,13.12662793,7.168024211,57.28611634,16.73142826,86.7474442,-10.76809672,115.848884,-15.7075532,15551.48672,-172.6610041,547.495085,2.684074053,2.139576739,1.941990088,27.70179078,2.77620532,30.74955151,13.25647119,23.96241248,12.2554173,31.39878116,42.03013562,15.66706106,18.67243264,20.27206111,16.83680967,7.446577868,18.12512543,12.62703562,6.158595326,3.698920399,9.024928888,3.864035552,,,,,,,,,,,,,,,,,,,,,,,,,,
GZ7_4_3,-50.55982689,691.8114408,479900.1285,10.58101639,0,2.09285207,103.2654706,-0.518068763,-0.563636448,-0.159404553,0.442998314,14.315007,8.026215176,54.04025336,17.7738522,73.28546662,-9.387509001,108.7625979,-19.3592191,16295.71978,-173.7105659,569.4529129,3.28481693,7.895154127,7.406911252,29.67477599,7.043949577,83.74821642,32.29061178,22.5707592,23.97485682,26.90787159,46.87503111,26.64397165,30.52447565,18.33206492,15.29352405,8.164129549,12.60008164,10.46252593,9.687381772,5.472827501,7.423163564,5.353196552,,,,,,,,,,,,,,,,,,,,,,,,,,
GZ7_4_4,-66.69824353,675.0404228,480662.5579,9.759873794,0,2.73110082,99.33076847,-0.600894256,0.374573384,-0.208113464,0.318429912,11.79060763,6.572814181,47.10456575,15.64461365,79.54927192,-10.2755304,119.5035344,-14.52545782,15577.01195,-184.1831483,548.5027441,4.861532764,3.695025535,1.788833357,21.45124462,2.222928327,19.22238919,6.052838503,14.05605654,33.72848982,21.41391701,41.47339593,9.815804114,32.17940966,18.5436731,12.63377969,3.60792149,19.7704961,8.461372576,10.12629583,3.039484177,10.14291192,1.514773796,,,,,,,,,,,,,,,,,,,,,,,,,,
GZ7_4_5,22.46371469,702.5192065,480797.6571,9.650249145,0,3.974569618,93.44781031,-0.60232141,0.109027703,-0.710678463,0.215221542,12.30448458,6.901738929,53.56863266,16.52375199,73.35225838,-10.61159004,117.7236283,-16.40889377,15434.27809,-187.0281636,539.1358916,6.114780929,1.874228997,0.970082592,31.65466267,1.254924523,19.26161026,7.390884416,28.14095059,20.59431037,21.0118746,33.02606834,22.60980237,19.86933512,16.16315758,7.023451194,10.15875822,14.1292033,6.022369626,9.178691614,1.970445809,11.434377,3.314245943,,,,,,,,,,,,,,,,,,,,,,,,,,
GZ7_4_6,1.465498257,690.1880085,480580.4035,11.2940786,0,3.091374797,92.46058649,-0.651036547,0.006270916,-0.467760428,0.306489817,12.63411283,6.09818474,59.84225428,18.12603573,83.57626899,-10.42727993,104.9854212,-17.55446902,15625.62605,-165.5433294,552.0052453,4.728769236,2.785279127,1.686888098,26.59603139,2.016835596,17.92316257,5.482781722,41.09210229,15.56730883,22.23342447,60.82189537,13.3538464,28.95207992,24.31729288,9.490721497,13.75148639,15.70336594,13.41380427,11.46798661,3.635345213,15.51659443,3.362216976,,,,,,,,,,,,,,,,,,,,,,,,,,
GZ7_4_7,-73.57545264,684.5718062,480560.5294,6.386503501,0,-1.849552153,68.5904318,-0.478855589,0.207973638,-0.658697855,0.448086492,11.24302101,7.97077917,60.19193753,15.90958764,73.60253713,-11.14918666,119.3668217,-14.9369706,15652.86522,-113.9833094,527.1724207,3.429708648,3.039146596,1.250303335,38.45759427,1.640282081,8.672364362,2.654715302,21.44587236,23.32848743,27.61698481,47.65912896,16.22498176,27.6816952,25.29102289,5.882166982,9.6580919,18.6198357,12.35621301,6.951542403,2.57783273,20.50419159,2.537139431,,,,,,,,,,,,,,,,,,,,,,,,,,
GZ7_4_8,-51.62936856,682.8573351,480300.3357,6.081529707,0,-1.838833761,73.38416917,-0.68663761,0.27269458,0.653094585,0.330816595,10.80637034,7.545957413,54.14914015,17.1174686,75.54583712,-12.52201075,117.6057335,-16.46735538,15897.54571,-96.57100328,529.8543023,5.738414978,2.779844744,1.527442237,30.22549574,2.484166939,8.926336583,5.825884278,23.86186178,31.37105383,26.89008426,42.66550833,18.55674063,34.37036506,12.20583039,21.32132354,9.374736468,10.49904136,12.37787833,6.698556649,2.80356454,18.33458282,2.930848395,,,,,,,,,,,,,,,,,,,,,,,,,,
RBCT-B-TOP_z1,-5.042923634,2661.326536,478900.3725,-1.510976595,0,4.719313133,12.94172295,2.242077554,11.86461868,11.40206566,3.816120411,50.56573678,21.02436753,194.5134688,74.93085993,338.0471282,65.72130749,480.3482033,114.0665675,14018.47209,1.041827893,680.0944555,8.869512707,2.387643693,6.541073156,26.87865721,1.454092969,11.80511173,5.868817208,10.12153518,13.98577378,19.1432773,19.14012524,5.511753912,8.195447458,7.963825363,4.98394982,5.681576942,7.839840596,4.813418795,3.457175272,1.460482107,26.98552832,9.093856921,,,,,,,,,,,,,,,,,,,,,,,,,,
RBCT-B-TOP_z2,222.7931783,-6060.039654,542094.269,36.50503768,0,-17.66045348,-19.80758246,-7.715061897,-34.98878721,-25.83432322,-16.54538451,-19.98974128,-31.38400899,-84.78257307,-69.78154318,-298.3493127,-54.68700741,-277.1465751,-182.0172713,-33076.66984,7.951228384,-4215.326163,6.803113026,11.80229033,2.70261249,56.31700726,2.264598125,15.03552169,8.758605643,30.64217593,24.03538605,30.81672847,61.36314504,34.50535878,78.31564803,50.40447998,55.58146236,35.13658322,47.79861776,35.4919261,35.00802415,11.82826716,43.82290712,34.67689242,,,,,,,,,,,,,,,,,,,,,,,,,,
RBCT2_z1,11.02679492,795.474044,489428.1371,0.904481827,0,0.144888808,3.689500065,0.206098559,2.793165687,4.53868471,0.691935498,21.75412809,6.874875257,74.31348408,27.52513499,122.8299375,24.10496621,199.5763592,41.74570062,6829.171161,0.28378861,61.24059566,4.867369113,1.944092517,2.251307195,16.74633584,2.120927467,9.23160943,2.054659939,7.610855027,4.264386612,5.317086396,8.671647111,3.597117761,4.040109014,3.111088901,3.680271869,2.614260623,2.793161582,1.374473795,2.547070727,2.080327894,13.85826873,3.028644363,,,,,,,,,,,,,,,,,,,,,,,,,,
RBCT2_z2,34.89863258,2641.888623,485022.3422,5.880477609,0,0.844404624,7.316350984,0.502989871,5.698354069,12.49011529,2.516963088,72.305011,24.04855019,275.0006002,96.47426307,415.2970785,77.73557822,608.5636903,114.3528887,8097.154274,1.679070124,163.908502,4.154657476,1.962663751,1.682574903,8.637335138,2.026123408,7.100871401,2.669601418,7.370608383,5.915114193,2.838568938,6.441465924,3.28822582,1.751662756,2.483497135,2.375297229,2.378909818,2.149425611,2.55765939,2.618798718,1.181895657,9.987891246,1.686394133,,,,,,,,,,,,,,,,,,,,,,,,,,
RBCT2_z3,99.52342673,3452.087663,479709.7685,5.637149267,0,1.935591475,7.98583819,0.89627759,8.071760741,15.8229187,4.251343608,79.01669542,28.97651637,308.7656271,111.2746211,471.3527267,90.45537027,672.2276779,142.6744528,11972.4076,0.885874371,561.5058155,4.455925662,0.902837328,1.350022709,20.35495809,1.269749538,13.76061354,7.623781337,31.28633518,9.809340446,5.524174786,18.50097546,5.479407394,5.383414458,3.082513482,4.211178703,2.713327702,4.487891507,3.088272468,3.082452776,1.202544058,25.97056663,2.958681819,,,,,,,,,,,,,,,,,,,,,,,,,,
RBCT2_z4,722.2536018,-12187.8228,584260.1947,44.27889989,0,-30.57647518,-34.2939129,-13.35749385,-60.57793393,-56.42049849,-30.5344421,-94.76044962,-71.33829997,-379.0537592,-198.918914,-854.4222314,-146.5546695,-907.0729069,-397.5086054,-63804.781,3.26834307,-7393.747586,14.85045043,7.722053946,2.725307932,32.98016031,2.542832589,17.41138221,14.19668179,17.09373082,29.54138308,15.04274379,34.47138571,17.88090596,25.5714271,15.6526111,15.43587025,11.30143144,19.47538475,12.04232978,18.42069617,4.594982593,31.05790333,12.83034847,,,,,,,,,,,,,,,,,,,,,,,,,,
RBCT2_z5,-24.01445948,2846.753998,480423.7992,1.272537788,0,2.130759586,3.788745886,0.930833521,6.951696109,12.82115883,3.907752073,60.75328008,24.0188271,229.2112393,84.05201696,374.4245482,69.05614432,524.870499,113.2904038,12305.56319,0.713258808,557.6899007,7.426051272,2.704684337,3.20555936,29.56053539,2.344435122,20.74687461,8.658955141,13.41294398,9.585160052,10.65003068,21.91999175,3.522589165,7.089078414,5.627624108,4.913185929,4.094479855,5.365934344,4.484130184,6.51819507,3.356619089,18.0940376,5.132094944,,,,,,,,,,,,,,,,,,,,,,,,,,
RBCT2_z6,39.86508049,2120.341528,475470.7185,-1.062821386,0,3.510745621,26.99687804,1.533687672,6.955468707,7.55272536,4.460122129,17.52319274,10.74144711,84.29444826,42.48910419,206.9195035,48.75230989,418.6641656,124.3654639,17967.42958,-0.764914314,1084.578878,6.678270876,2.735046929,1.678466199,29.06012477,2.119433152,11.42769311,5.219577407,21.27617043,22.0340797,23.67304757,25.86627315,16.22096457,30.90978934,14.94015256,10.99133119,6.237738555,7.32351445,5.313341822,4.943548515,1.781414958,27.63862636,3.75132875,,,,,,,,,,,,,,,,,,,,,,,,,,
RBCT2_z7,-50.56342137,3474.679185,480036.7638,9.175491869,0,1.487903692,16.43046274,0.616151924,8.12068984,15.91238532,2.98816488,91.59629174,30.87255576,337.2138358,121.16174,510.7880234,92.09504775,702.2097732,131.0701644,11405.73485,66.28107643,590.8023708,6.467049863,1.638065379,1.912673871,15.54191971,2.558211456,18.04291103,4.252954978,10.4077922,5.486363969,5.502771223,13.2848819,4.230142044,4.20458857,2.816130293,3.071228131,2.109935218,4.010936598,3.204181248,3.23395368,2.291317743,11.90911029,1.896952085,,,,,,,,,,,,,,,,,,,,,,,,,,
RBCT2_z8,-25.83724151,2023.72645,483881.0111,2.777186808,0,1.020223875,5.003031214,0.324385843,4.005329573,8.384199838,1.973063929,45.37510021,15.6458919,179.5648653,64.59703732,284.6393427,53.74666721,429.6609221,82.03229117,10188.97515,45.44752259,328.090186,5.748872082,2.513550299,1.576548852,14.4589017,2.191523872,9.005840679,8.14398324,15.73055304,9.754649654,10.38956739,10.47788164,6.518307798,7.739708997,2.994511584,5.101292341,3.910128915,5.112631195,3.729880761,4.774261063,2.806165449,26.73958049,3.466771425,,,,,,,,,,,,,,,,,,,,,,,,,,
RBCT2_z9,-30.54363104,1009.237444,485546.7316,3.296364822,0,0.535860209,23.75062695,0.17926789,1.75741487,3.01508106,1.24353479,14.42895879,5.490415392,61.70245266,26.42191616,141.021042,32.83347584,328.5915722,77.09284017,9966.089589,23.8707597,378.7098128,10.74127946,1.960639915,2.222184015,16.22640324,2.438361786,12.36440148,2.524923759,14.49294464,10.79073645,8.200390166,10.3298142,3.405497417,6.595896213,5.036626652,2.833725134,4.481235494,4.268854875,2.378172168,4.017255186,2.166738671,17.93091455,1.741326048,,,,,,,,,,,,,,,,,,,,,,,,,,
RBCT2_z10,1923.281728,-11828.98995,583324.2092,28.65437257,0,-30.15104188,-29.32426781,-7.406368196,-46.25927764,-32.85126,-15.65763931,-46.20496772,-16.64944889,-32.73669284,-68.36202437,-353.5111853,-57.76568137,-303.337501,-130.7168112,-63080.39271,-1343.126926,-8283.419819,6.516691362,40.39023708,7.051182278,33.67189695,1.227818596,14.05099647,15.65525824,28.67742911,19.1445168,46.81128716,32.8213148,34.84842489,51.60425936,105.4093396,109.7134596,96.25841577,110.492125,76.78345778,65.73425112,21.78462763,46.89433347,26.67707349,,,,,,,,,,,,,,,,,,,,,,,,,,
RBCT2_z11,-244.2908548,4077.691174,472325.1935,0.42597442,0,4.108346828,7.980037722,1.009183345,9.253282282,14.27197346,4.240945954,74.70279113,25.5441106,264.5795921,102.2933464,449.1775108,83.63472436,643.4763172,129.1461965,18058.64237,183.0129542,1187.615686,8.92282774,2.653409991,1.577148068,21.81966655,1.923414156,13.86659533,7.727281094,13.72212855,10.79206475,14.93836649,24.2186582,8.622719804,12.98083523,6.415873578,5.99894909,5.626113177,3.699449034,5.625300779,4.449146907,2.061527922,27.91967355,6.908721015,,,,,,,,,,,,,,,,,,,,,,,,,,
RBCT2_z12,-0.395877254,3357.202067,482825.2541,8.807095763,0,0.60372679,12.74210705,0.891211956,8.595707352,16.09105474,2.736224645,96.53349071,31.13529485,354.2138636,122.7830026,520.5841882,98.65344371,729.7928864,133.9012709,9024.586613,0.228273557,300.6643452,10.43353114,2.315587566,2.186333343,9.486163519,2.294669624,8.431695981,2.365423026,10.49563298,3.841970018,2.549368502,8.454231617,2.625092271,3.010532428,3.674784892,2.939003333,3.535636545,2.425953775,2.331135805,3.168472714,1.880919909,9.64494851,2.260830432,,,,,,,,,,,,,,,,,,,,,,,,,,
RBCT2_z13,-12.80020433,1996.277837,484102.9123,3.729004662,0,0.820354498,5.84969925,0.39507434,4.627530633,8.963235293,1.975773914,51.98970493,17.54025353,186.2186676,64.61216533,278.4131037,57.60512521,406.6374276,78.58606263,9976.515335,-2.175901065,404.5072057,8.761493337,2.127129467,2.117649813,17.86721808,2.365113429,9.912796112,8.255083295,10.75098457,6.669330875,4.757491299,21.67641689,3.477774579,4.473046372,6.207266555,3.258075705,2.334172375,3.566098819,2.048893702,3.005747202,1.404173794,16.00659528,3.504939186,,,,,,,,,,,,,,,,,,,,,,,,,,
RBCT2_z14,-4.115585219,1244.149857,485743.8869,4.602909863,0,3.154604235,21.01527817,0.883519845,4.252376887,2.927640134,0.482115214,17.20696131,6.791446505,87.59748185,37.33497884,197.4448232,47.51457452,435.9919902,98.82804158,9404.5144,0.495266479,286.9248103,6.565022244,2.113115311,2.057516245,8.81978814,2.247285403,4.637283515,1.981718837,5.736234912,7.144620817,10.40429892,13.38148005,5.863795699,7.167155282,2.656893642,4.518210491,3.010583249,3.865453109,3.104255636,3.611812344,2.806703571,10.87118951,2.8647598,,,,,,,,,,,,,,,,,,,,,,,,,,
RBCT2_z15,-0.721656501,2644.255138,482590.6151,3.635129458,0,0.938640544,8.720569915,0.379762018,3.281149131,6.092247135,0.835203066,46.73382969,17.41746026,228.9157919,90.93780978,435.9133535,88.53873826,735.3529646,146.6998049,10408.12139,0.269451587,188.3464632,12.07683688,2.237945745,2.053210749,12.37792484,2.423515812,7.008078169,4.159318947,7.429107365,4.696953224,6.307212504,8.167731065,2.869886724,5.075213651,3.49560699,3.142813633,3.26878428,3.375831678,2.9986592,2.453388344,2.248396447,12.59197263,2.331527925,,,,,,,,,,,,,,,,,,,,,,,,,,
RBCU_z1,27.58172498,2270.668694,481927.0857,18.801727,0,2.097472938,13.84288538,1.036448131,8.75366007,11.23163444,1.441243655,52.86342225,18.46387433,203.1338034,74.07741969,335.5491352,66.52520373,518.9055637,108.9044163,11555.78701,1.09477437,455.7359534,3.737377427,1.561631519,1.132807077,10.82498395,1.130934031,7.499125413,5.00939124,12.81090893,5.332096108,6.934841617,26.6163895,3.402284629,6.630204258,3.330529089,4.188367789,3.186870504,3.797788587,1.986401451,3.068807178,2.084556853,19.00182465,3.044190192,,,,,,,,,,,,,,,,,,,,,,,,,,
RBCU_z2,10.71095915,2127.213439,482311.4592,5.158196711,0,0.619372885,12.66486112,0.547731573,5.309389978,9.463561976,0.999845371,47.95798812,16.80590836,191.4247741,72.44094239,331.6381395,65.95434787,541.5197303,111.5612033,11400.21701,1.407037568,391.6373115,6.434060916,1.538299982,1.529305376,11.28845855,2.104722035,7.769573049,3.164526039,12.09781911,6.236839935,10.7096195,22.57630498,4.416299005,3.544510993,3.02111028,2.250039105,1.551850345,3.488260028,2.053867639,3.400150695,0.962348299,9.279953765,1.622279975,,,,,,,,,,,,,,,,,,,,,,,,,,
